title,link,time
"Residents, officials prepare for the worst as Black Feather Fire grows to 2500 acres",{'https://news.google.com/topics/articles/CBMiuAFodHRwczovL3d3dy5zYW50YWZlbmV3bWV4aWNhbi5jb20vbmV3cy9sb2NhbF9uZXdzL3Jlc2lkZW50cy1vZmZpY2lhbHMtcHJlcGFyZS1mb3ItdGhlLXdvcnN0LWFzLWJsYWNrLWZlYXRoZXItZmlyZS1ncm93cy10by0yLTUwMC1hY3Jlcy9hcnRpY2xlX2EwNjAzNjhjLTM1MzAtMTFlZS04OTNmLTRiMjEzOWQ1MDc3Mi5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T13:50:18Z
Judge rules that Southwest failed to follow his order in a flight attendant's free-speech case,{'https://news.google.com/topics/articles/CBMib2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL3NvdXRod2VzdC1zYW5jdGlvbnMtbGF3c3VpdC1jb25zZXJ2YXRpdmUtY2hyaXN0aWFucy0yZTQ3NjNhYmNhOTUxZTJiMTUwZDkzZjEyODZjMDRiNdIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:37:00Z
Federal judge orders Southwest Airlines attorneys to attend ‘religious-liberty training’ from conservative group,{'https://news.google.com/topics/articles/CBMiamh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wOC8wOC9wb2xpdGljcy9zb3V0aHdlc3QtYWlybGluZXMtc2FuY3Rpb25zLWFsbGlhbmNlLWRlZmVuZGluZy1mcmVlZG9tL2luZGV4Lmh0bWzSAW5odHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIzLzA4LzA4L3BvbGl0aWNzL3NvdXRod2VzdC1haXJsaW5lcy1zYW5jdGlvbnMtYWxsaWFuY2UtZGVmZW5kaW5nLWZyZWVkb20vaW5kZXguaHRtbA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:07:00Z
Southwest will appeal judge's ruling requiring 'religious liberty training',{'https://news.google.com/topics/articles/CBMibmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2xlZ2FsL3VzLWp1ZGdlLW9yZGVycy1zb3V0aHdlc3QtbGF3eWVycy11bmRlcmdvLXJlbGlnaW91cy1saWJlcnR5LXRyYWluaW5nLTIwMjMtMDgtMDgv0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:57:00Z
Texas Judge Orders Airline Lawyers to Take Training From Far-Right Hate Group,{'https://news.google.com/topics/articles/CBMibWh0dHBzOi8vbmV3cmVwdWJsaWMuY29tL3Bvc3QvMTc0OTA2L3RleGFzLWp1ZGdlLW9yZGVycy1haXJsaW5lLWxhd3llcnMtdGFrZS10cmFpbmluZy1mYXItcmlnaHQtaGF0ZS1ncm91cC1hZGbSAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T14:22:22Z
New York doctor is charged with drugging and assaulting patients,{'https://news.google.com/topics/articles/CBMiUWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wOC8wOC91cy9xdWVlbnMtZG9jdG9yLWNoYXJnZWQtc2V4dWFsLWFzc2F1bHQvaW5kZXguaHRtbNIBVWh0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjMvMDgvMDgvdXMvcXVlZW5zLWRvY3Rvci1jaGFyZ2VkLXNleHVhbC1hc3NhdWx0L2luZGV4Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:56:00Z
"New York doctor accused of sexually assaulting drugged patients, filming attacks",{'https://news.google.com/topics/articles/CBMiZ2h0dHBzOi8vd3d3LmZveG5ld3MuY29tL3VzL25ldy15b3JrLWRvY3Rvci1hY2N1c2VkLXNleHVhbGx5LWFzc2F1bHRpbmctZHJ1Z2dlZC1wYXRpZW50cy1maWxtaW5nLWF0dGFja3PSAWtodHRwczovL3d3dy5mb3huZXdzLmNvbS91cy9uZXcteW9yay1kb2N0b3ItYWNjdXNlZC1zZXh1YWxseS1hc3NhdWx0aW5nLWRydWdnZWQtcGF0aWVudHMtZmlsbWluZy1hdHRhY2tzLmFtcA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:28:00Z
NYC doctor Zhi Alan Cheng charged with drugging and raping women around the world - including in hospitals whe,{'https://news.google.com/topics/articles/CBMirQFodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvbmV3cy9hcnRpY2xlLTEyMzgzMTIzL1lvdW5nLU5ZQy1kb2N0b3ItY2hhcmdlZC1yYXBpbmctdW5jb25zY2lvdXMtcGF0aWVudHMtZmlsbWluZy1naXJsZnJpZW5kLXdva2UtZHJ1Z2dlZC1mb290YWdlLXNleHVhbGx5LWFzc2F1bHRpbmctd29tZW4uaHRtbNIBsQFodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvbmV3cy9hcnRpY2xlLTEyMzgzMTIzL2FtcC9Zb3VuZy1OWUMtZG9jdG9yLWNoYXJnZWQtcmFwaW5nLXVuY29uc2Npb3VzLXBhdGllbnRzLWZpbG1pbmctZ2lybGZyaWVuZC13b2tlLWRydWdnZWQtZm9vdGFnZS1zZXh1YWxseS1hc3NhdWx0aW5nLXdvbWVuLmh0bWw?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T02:41:55Z
NYC doctor Zhi Alan Cheng facing over 20 sex crime charges after drugging and raping at least 6 women — and filming assaults,{'https://news.google.com/topics/articles/CBMiiAFodHRwczovL255cG9zdC5jb20vMjAyMy8wOC8wNy9yaXNpbmctcXVlZW5zLWRvY3Rvci1jaGFyZ2VkLXdpdGgtZHJ1Z2dpbmctYW5kLXJhcGluZy1hLXBhdGllbnQtYW5kLW51bWVyb3VzLXdvbWVuLXdoaWxlLWZpbG1pbmctYXNzYXVsdHMv0gGMAWh0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzA4LzA3L3Jpc2luZy1xdWVlbnMtZG9jdG9yLWNoYXJnZWQtd2l0aC1kcnVnZ2luZy1hbmQtcmFwaW5nLWEtcGF0aWVudC1hbmQtbnVtZXJvdXMtd29tZW4td2hpbGUtZmlsbWluZy1hc3NhdWx0cy9hbXAv?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-07T23:32:00Z
Louisville hoarder Marc Hibel's house could be destroyed by a 'controlled burn' as mayor says it's too filthy,{'https://news.google.com/topics/articles/CBMiZGh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9uZXdzL2FydGljbGUtMTIzODY4NjUvTG91aXN2aWxsZS1ob2FyZGVyLU1hcmMtSGliZWwtY29udHJvbGxlZC1idXJuLmh0bWzSAWhodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvbmV3cy9hcnRpY2xlLTEyMzg2ODY1L2FtcC9Mb3Vpc3ZpbGxlLWhvYXJkZXItTWFyYy1IaWJlbC1jb250cm9sbGVkLWJ1cm4uaHRtbA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:55:03Z
Highview man petitions judge to prevent city from doing controlled burn of his home,{'https://news.google.com/topics/articles/CCAiC2NjblVCVFFTV1RNmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T01:29:49Z
City responds to community concerns of Applegate Lane hoarder house controlled burn,{'https://news.google.com/topics/articles/CBMib2h0dHBzOi8vd3d3LndhdmUzLmNvbS8yMDIzLzA4LzA4L2NpdHktcmVzcG9uZHMtY29tbXVuaXR5LWNvbmNlcm5zLWFwcGxlZ2F0ZS1sYW5lLWhvYXJkZXItaG91c2UtY29udHJvbGxlZC1idXJuL9IBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T03:35:00Z
"Attorney files motion to stop city from burning down Highview home where explosives, dangerous chemicals found",{'https://news.google.com/topics/articles/CBMiswFodHRwczovL3d3dy53ZHJiLmNvbS9uZXdzL2F0dG9ybmV5LWZpbGVzLW1vdGlvbi10by1zdG9wLWNpdHktZnJvbS1idXJuaW5nLWRvd24taGlnaHZpZXctaG9tZS13aGVyZS1leHBsb3NpdmVzLWRhbmdlcm91cy1jaGVtaWNhbHMvYXJ0aWNsZV8wMGZiY2E5Yy0zNjNhLTExZWUtODI5YS01N2QxYjJiNzAwNTkuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:22:00Z
1 killed in shooting outside BART station,{'https://news.google.com/topics/articles/CCAiCzlhLTNxZkRfWHg0mAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:13:53Z
"Man fatally shot near Oakland's Lake Merritt BART station; suspect taken into custody, police say",{'https://news.google.com/topics/articles/CBMiY2h0dHBzOi8vYWJjN25ld3MuY29tL29ha2xhbmQtc2hvb3RpbmctbGFrZS1tZXJyaXR0LWJhcnQtc3RhdGlvbi04dGgtc3RyZWV0LWFuZC1vYWstcG9saWNlLzEzNjE5NjkwL9IBZ2h0dHBzOi8vYWJjN25ld3MuY29tL2FtcC9vYWtsYW5kLXNob290aW5nLWxha2UtbWVycml0dC1iYXJ0LXN0YXRpb24tOHRoLXN0cmVldC1hbmQtb2FrLXBvbGljZS8xMzYxOTY5MC8?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:48:45Z
Police investigating fatal shooting at BART's Oakland Lake Merritt station,{'https://news.google.com/topics/articles/CBMid2h0dHBzOi8vd3d3Lmt0dnUuY29tL25ld3MvcG9saWNlLWludmVzdGlnYXRpbmctZmF0YWwtc2hvb3RpbmctYmFydC10cmFpbnMtbm90LXN0b3BwaW5nLWF0LW9ha2xhbmRzLWxha2UtbWVycml0dC1zdGF0aW9u0gF7aHR0cHM6Ly93d3cua3R2dS5jb20vbmV3cy9wb2xpY2UtaW52ZXN0aWdhdGluZy1mYXRhbC1zaG9vdGluZy1iYXJ0LXRyYWlucy1ub3Qtc3RvcHBpbmctYXQtb2FrbGFuZHMtbGFrZS1tZXJyaXR0LXN0YXRpb24uYW1w?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:15:45Z
"Man fatally shot near Lake Merritt BART station, officials say",{'https://news.google.com/topics/articles/CBMiY2h0dHBzOi8vd3d3LnNmZ2F0ZS5jb20vYmF5YXJlYS9hcnRpY2xlL21hbi1mYXRhbGx5LXNob3QtbmVhci1sYWtlLW1lcnJpdHQtYmFydC1zdGF0aW9uLTE4Mjg2MjQ0LnBocNIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T00:30:15Z
Construction workers to see pay boost under wage-rule rewrite,{'https://news.google.com/topics/articles/CBMicmh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzLzIwMjMvMDgvMDgvY29uc3RydWN0aW9uLXdvcmtlcnMtY291bGQtc2VlLXBheS1ib29zdC11bmRlci13YWdlLXJ1bGUtcmV3cml0ZS0wMDExMDIwMdIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T01:01:00Z
Harris says new rule means 'thousands of dollars' for workers on federal construction projects,{'https://news.google.com/topics/articles/CBMibGh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2hhcnJpcy1jb25zdHJ1Y3Rpb24tam9icy13YWdlcy1sYWJvci1kYXZpcy1iYWNvbi0zMTIzYmRmNWEwZDkzNjE4YWZkNzQ3OTExZmVlZGIzNdIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T17:19:00Z
Biden admin announces rule change to raise construction worker pay,{'https://news.google.com/topics/articles/CCAiC1JkU1dNc3hrbi1zmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:31:54Z
Harris says new rule means 'thousands of dollars' for workers on federal construction projects,{'https://news.google.com/topics/articles/CBMiSGh0dHBzOi8vbmV3cy55YWhvby5jb20vaGFycmlzLWFubm91bmNlLXJ1bGUtcmFpc2VzLXdvcmtlci0xMzAwMjY1MDYuaHRtbNIBUGh0dHBzOi8vbmV3cy55YWhvby5jb20vYW1waHRtbC9oYXJyaXMtYW5ub3VuY2UtcnVsZS1yYWlzZXMtd29ya2VyLTEzMDAyNjUwNi5odG1s?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T17:19:27Z
"45-Year Sentence for Otoniel, Who Ran a Colombian Drug Cartel",{'https://news.google.com/topics/articles/CBMiVGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDgvMDgvbnlyZWdpb24vb3RvbmllbC1kcnVnLXRyYWZmaWNraW5nLXNlbnRlbmNpbmcuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:11:27Z
"Once Colombia's most-wanted drug lord, the kingpin known as Otoniel gets 45 years in prison in US",{'https://news.google.com/topics/articles/CBMiRWh0dHBzOi8vbmV3cy55YWhvby5jb20vb25jZS1jb2xvbWJpYXMtbW9zdC13YW50ZWQtZHJ1Zy0wNTA3MDM4NzUuaHRtbNIBTWh0dHBzOi8vbmV3cy55YWhvby5jb20vYW1waHRtbC9vbmNlLWNvbG9tYmlhcy1tb3N0LXdhbnRlZC1kcnVnLTA1MDcwMzg3NS5odG1s?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:16:44Z
Colombian drug lord 'more prolific' than Pablo Escobar sentenced to 45 years in prison -- ordered to pay $216M,{'https://news.google.com/topics/articles/CBMiWmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzA4LzA4L255LWp1ZGdlLXNlbnRlbmNlcy1wcm9saWZpYy1jb2xvbWJpYW4tZHJ1Zy1sb3JkLXRvLTQ1LXllYXJzL9IBXmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzA4LzA4L255LWp1ZGdlLXNlbnRlbmNlcy1wcm9saWZpYy1jb2xvbWJpYW4tZHJ1Zy1sb3JkLXRvLTQ1LXllYXJzL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:28:00Z
"Otoniel, Colombian kingpin called ""the most dangerous drug trafficker in the world,"" gets 45 years in U.S. prison",{'https://news.google.com/topics/articles/CBMifmh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3Mvb3RvbmllbC1tb3N0LWRhbmdlcm91cy1kcnVnLXRyYWZmaWNrZXItaW4td29ybGQtc2VudGVuY2VkLTQ1LXllYXJzLXVzLXByaXNvbi1kYWlyby1hbnRvbmlvLXVzdWdhL9IBggFodHRwczovL3d3dy5jYnNuZXdzLmNvbS9hbXAvbmV3cy9vdG9uaWVsLW1vc3QtZGFuZ2Vyb3VzLWRydWctdHJhZmZpY2tlci1pbi13b3JsZC1zZW50ZW5jZWQtNDUteWVhcnMtdXMtcHJpc29uLWRhaXJvLWFudG9uaW8tdXN1Z2Ev?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T18:17:30Z
"2 dead, 200K without power after severe weather outbreak slams East with hurricane-force wind gusts",{'https://news.google.com/topics/articles/CBMiX2h0dHBzOi8vd3d3LmZveHdlYXRoZXIuY29tL3dlYXRoZXItbmV3cy9zZXZlcmUtd2VhdGhlci1vdXRicmVhay1ub3J0aGVhc3Qtc291dGhlYXN0LWF1Z3VzdC0yMDIz0gFjaHR0cHM6Ly93d3cuZm94d2VhdGhlci5jb20vd2VhdGhlci1uZXdzL3NldmVyZS13ZWF0aGVyLW91dGJyZWFrLW5vcnRoZWFzdC1zb3V0aGVhc3QtYXVndXN0LTIwMjMuYW1w?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T15:45:00Z
Tens of thousands still without power after deadly storms as a new wave of severe weather and flooding hits,{'https://news.google.com/topics/articles/CBMiT2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wOC8wOC93ZWF0aGVyL2Vhc3QtdXMtc2V2ZXJlLXN0b3Jtcy10dWVzZGF5L2luZGV4Lmh0bWzSAVNodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIzLzA4LzA4L3dlYXRoZXIvZWFzdC11cy1zZXZlcmUtc3Rvcm1zLXR1ZXNkYXkvaW5kZXguaHRtbA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T00:23:00Z
"Tornado watches, severe weather cause thousands of flight delays on the East Coast",{'https://news.google.com/topics/articles/CCAiC282NGVJbngtclNJmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T04:02:15Z
UPDATED: Federal government offices closing early; tornado watch issued for entire D.C. area,{'https://news.google.com/topics/articles/CBMisAFodHRwczovL3d3dy5pbnNpZGVub3ZhLmNvbS9oZWFkbGluZXMvdXBkYXRlZC1mZWRlcmFsLWdvdmVybm1lbnQtb2ZmaWNlcy1jbG9zaW5nLWVhcmx5LXRvcm5hZG8td2F0Y2gtaXNzdWVkLWZvci1lbnRpcmUtZC1jLWFyZWEvYXJ0aWNsZV82ZWQ5ZGY0ZS0zNTRiLTExZWUtODIxNi1hYmNkY2Q4YzZhYzAuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-07T17:54:00Z
‘Only something a Trump lawyer could make up’: 1/6 coup plot architect fights against disbarment,{'https://news.google.com/topics/articles/CCAiCzQyN1ZXLWs0S2g4mAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:00:03Z
Trump ‘shows no signs’ of obeying judge’s orders as Special Counsel asks for protection,{'https://news.google.com/topics/articles/CCAiC1BEMERDbWJnVU9RmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:30:03Z
Trump judge in docs case makes misguided argument curiously similar to Fox News guest: Weissmann,{'https://news.google.com/topics/articles/CCAiCzBBQ2N5bVNja29JmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T03:30:00Z
'Full mob boss': Trump slammed for threatening retribution,{'https://news.google.com/topics/articles/CCAiC0FhMTEyMGJ2NkJVmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-07T23:00:04Z
"July was Earth's hottest month on record, Florida's hottest July",{'https://news.google.com/topics/articles/CBMiZmh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9uZXdzL25hdGlvbi8yMDIzLzA4LzA4L2p1bHktZWFydGhzLWhvdHRlc3QtbW9udGgtb24tcmVjb3JkLzcwNTQ3MDk2MDA3L9IBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:29:58Z
Earth Just Had Its Hottest Month Ever. How Six Cities Are Coping.,{'https://news.google.com/topics/articles/CBMiU2h0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvanVseS0yMDIzLWhvdHRlc3QtbW9udGgtcmVjb3JkLWNsaW1hdGUtY2hhbmdlLTVlNWIzMDk30gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:40:00Z
July 2023 hottest month ever recorded on Earth | DW News,{'https://news.google.com/topics/articles/CCAiC21mQmZ5NVUwdDJZmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:45:01Z
Summer high temperatures result of climate change and sea level change,{'https://news.google.com/topics/articles/CBMikAFodHRwczovL3d3dy5zYXZhbm5haG5vdy5jb20vc3Rvcnkvb3Bpbmlvbi9jb2x1bW5zLzIwMjMvMDgvMDcvc3VtbWVyLWhpZ2gtdGVtcGVyYXR1cmVzLXJlc3VsdC1vZi1jbGltYXRlLWNoYW5nZS1hbmQtc2VhLWxldmVsLWNoYW5nZS83MDUyMzcxMDAwNy_SAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-07T10:00:45Z
Tampa area school district restricts Shakespeare to excerpts in class,{'https://news.google.com/topics/articles/CBMiU2h0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMy8wOC8wOC8xMTkyNzY3NjQxL3NoYWtlc3BlYXJlLWZsb3JpZGEtZXhjZXJwdHMtZG9udC1zYXktZ2F50gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:10:23Z
Concerns over sex content leads Florida schools to pull Shakespeare,{'https://news.google.com/topics/articles/CBMidGh0dHBzOi8vd3d3LnRhbXBhYmF5LmNvbS9uZXdzL2VkdWNhdGlvbi8yMDIzLzA4LzA4L2NvbmNlcm5zLW92ZXItc2V4LWNvbnRlbnQtbGVhZHMtZmxvcmlkYS1zY2hvb2xzLXB1bGwtc2hha2VzcGVhcmUv0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T10:52:30Z
Shakespeare and penguin book get caught in Florida's 'Don't Say Gay' laws,{'https://news.google.com/topics/articles/CBMiTGh0dHBzOi8vbmV3cy55YWhvby5jb20vZmxvcmlkYS1zY2hvb2wtYm9hcmQtcmV2ZXJzZXMtZGVjaXNpb24tMTExOTUyNzI5Lmh0bWzSAVRodHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvZmxvcmlkYS1zY2hvb2wtYm9hcmQtcmV2ZXJzZXMtZGVjaXNpb24tMTExOTUyNzI5Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:45:12Z
"Florida School District Claims Shakespeare Runs Afoul of State Law, But State Education Department Explicitly Suggests His Plays",{'https://news.google.com/topics/articles/CBMiqAFodHRwczovL3d3dy5uYXRpb25hbHJldmlldy5jb20vbmV3cy9mbG9yaWRhLXNjaG9vbC1kaXN0cmljdC1jbGFpbXMtc2hha2VzcGVhcmUtcnVucy1hZm91bC1vZi1zdGF0ZS1sYXctYnV0LXRoZS1zdGF0ZS1lZHVjYXRpb24tZGVwYXJ0bWVudC1leHBsaWNpdGx5LXN1Z2dlc3RzLWhpcy1wbGF5cy_SAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:19:47Z
Missing Bay Area teen's car found in Santa Cruz Mountains,{'https://news.google.com/topics/articles/CBMiY2h0dHBzOi8vd3d3LnNmZ2F0ZS5jb20vYmF5YXJlYS9hcnRpY2xlL21pc3NpbmctY2EtdGVlbi1rYXRoZXJpbmUtc2NobmVpZGVyLXMtY2FyLWZvdW5kLTE4Mjg2MDI5LnBocNIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:55:35Z
Missing Saratoga teen's car located in Santa Cruz Mountains,{'https://news.google.com/topics/articles/CBMiYGh0dHBzOi8vd3d3LmtzYncuY29tL2FydGljbGUvbWlzc2luZy1zYXJhdG9nYS10ZWVucy1jYXItbG9jYXRlZC1pbi1zYW50YS1jcnV6LW1vdW50YWlucy80NDc2NjU3N9IBZGh0dHBzOi8vd3d3LmtzYncuY29tL2FtcC9hcnRpY2xlL21pc3Npbmctc2FyYXRvZ2EtdGVlbnMtY2FyLWxvY2F0ZWQtaW4tc2FudGEtY3J1ei1tb3VudGFpbnMvNDQ3NjY1Nzc?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:16:00Z
Missing Saratoga teen Katherine Schneider’s car found on Skyline Boulevard,{'https://news.google.com/topics/articles/CBMibmh0dHBzOi8vd3d3Lmtyb240LmNvbS9uZXdzL2JheS1hcmVhL21pc3Npbmctc2FyYXRvZ2EtdGVlbi1rYXRoZXJpbmUtc2NobmVpZGVycy1jYXItZm91bmQtb24tc2t5bGluZS1ib3VsZXZhcmQv0gFyaHR0cHM6Ly93d3cua3JvbjQuY29tL25ld3MvYmF5LWFyZWEvbWlzc2luZy1zYXJhdG9nYS10ZWVuLWthdGhlcmluZS1zY2huZWlkZXJzLWNhci1mb3VuZC1vbi1za3lsaW5lLWJvdWxldmFyZC9hbXAv?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:52:06Z
"Katie Schneider's car found, but Saratoga teen remains missing",{'https://news.google.com/topics/articles/CBMiWmh0dHBzOi8vd3d3Lmt0dnUuY29tL25ld3Mvc2FyYXRvZ2EtdGVlbi1rYXRpZS1zY2huZWlkZXJzLWNhci1mb3VuZC1idXQtc2hlLXJlbWFpbnMtbWlzc2luZ9IBXmh0dHBzOi8vd3d3Lmt0dnUuY29tL25ld3Mvc2FyYXRvZ2EtdGVlbi1rYXRpZS1zY2huZWlkZXJzLWNhci1mb3VuZC1idXQtc2hlLXJlbWFpbnMtbWlzc2luZy5hbXA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T17:18:44Z
Border officers fire pepper balls at migrants attempting mass entry,{'https://news.google.com/topics/articles/CCAiC2kyVjliSGxGUHgwmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T00:13:42Z
Texas man on trip to spread father's ashes dies of heat stroke in Utah's Arches National Park,{'https://news.google.com/topics/articles/CBMiW2h0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvd2lyZVN0b3J5L3RleGFzLW1hbi10cmlwLXNwcmVhZC1mYXRoZXJzLWFzaGVzLWRpZXMtaGVhdC0xMDIxMDg4NzDSAV9odHRwczovL2FiY25ld3MuZ28uY29tL2FtcC9VUy93aXJlU3RvcnkvdGV4YXMtbWFuLXRyaXAtc3ByZWFkLWZhdGhlcnMtYXNoZXMtZGllcy1oZWF0LTEwMjEwODg3MA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T18:44:12Z
"Man dies of heatstroke on trip to spread father's ashes in US, sister says",{'https://news.google.com/topics/articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNjY0NDU3NzjSATVodHRwczovL3d3dy5iYmMuY29tL25ld3Mvd29ybGQtdXMtY2FuYWRhLTY2NDQ1Nzc4LmFtcA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:08:04Z
Man dies of heat stroke while on trip to spread dad's ashes at Arches National park,{'https://news.google.com/topics/articles/CBMib2h0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvdXMtbmV3cy9tYW4tZGllcy1oZWF0LXN0cm9rZS10cmlwLXNwcmVhZC1kYWRzLWFzaGVzLWFyY2hlcy1uYXRpb25hbC1wYXJrLXJjbmE5ODg0NdIBKmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL3JjbmE5ODg0NQ?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T18:36:45Z
Texas man on trip to spread father's ashes dies of heat stroke in Utah's Arches National Park,{'https://news.google.com/topics/articles/CBMihAFodHRwczovL3d3dy5mb3gxM25vdy5jb20vbmV3cy9sb2NhbC1uZXdzL3RleGFzLW1hbi1vbi10cmlwLXRvLXNwcmVhZC1mYXRoZXJzLWFzaGVzLWRpZXMtb2YtaGVhdC1zdHJva2UtaW4tdXRhaHMtYXJjaGVzLW5hdGlvbmFsLXBhcmvSAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T19:49:11Z
San Carlos Home Depot guard shoots suspected shoplifter during scuffle,{'https://news.google.com/topics/articles/CCAiC2taRjY2amZaXzhrmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T00:28:55Z
Alleged thief shot by Bay Area Home Depot security guard,{'https://news.google.com/topics/articles/CCAiC2FocjJtRWJ1c2hnmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:01:16Z
Robbery suspect shot at San Carlos Home Depot after assaulting security guard: Sheriff's office,{'https://news.google.com/topics/articles/CBMid2h0dHBzOi8vYWJjN25ld3MuY29tL3Nhbi1jYXJsb3Mtc2hvcGxpZnRpbmctc3VzcGVjdC1ob21lLWRlcG90LXNob290aW5nLXJvYmJlcnktbWF0ZW8tY291bnRyeS1zaGVyaWZmcy1vZmZpY2UvMTM2MTg0NjEv0gF7aHR0cHM6Ly9hYmM3bmV3cy5jb20vYW1wL3Nhbi1jYXJsb3Mtc2hvcGxpZnRpbmctc3VzcGVjdC1ob21lLWRlcG90LXNob290aW5nLXJvYmJlcnktbWF0ZW8tY291bnRyeS1zaGVyaWZmcy1vZmZpY2UvMTM2MTg0NjEv?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T00:22:30Z
