title,link,time
Trump on possible gag order: Pound sand,{'https://news.google.com/topics/articles/CBMiWGh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzLzIwMjMvMDgvMDgvdHJ1bXAtb24tcG9zc2libGUtZ2FnLW9yZGVyLXBvdW5kLXNhbmQtMDAxMTAzNTfSAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:19:26Z
"Border crisis update, Trump pushes to delay election hearing case and more | LiveNOW from FOX",{'https://news.google.com/topics/articles/CCAiC0JmTnZwODYyWDVJmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T18:43:13Z
"Adams warns of soaring costs as migrant kids flood school system, begs New Yorkers to 'do more'",{'https://news.google.com/topics/articles/CBMiZmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzA4LzA4L2FkYW1zLXdhcm5zLW9mLXNvYXJpbmctY29zdHMtYXMtbWlncmFudC1raWRzLWZsb29kLXNjaG9vbHMtZmlzY2FsLWNsaWZmL9IBamh0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzA4LzA4L2FkYW1zLXdhcm5zLW9mLXNvYXJpbmctY29zdHMtYXMtbWlncmFudC1raWRzLWZsb29kLXNjaG9vbHMtZmlzY2FsLWNsaWZmL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:49:00Z
NYC officials expecting 5 busloads of asylum seekers by Wed. morning,{'https://news.google.com/topics/articles/CCAiC0pkSnI0VE9wdDJzmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:17:24Z
NYC Says It Has No More Room for Asylum Seekers as Advocates Demand Long-Term Shelter,{'https://news.google.com/topics/articles/CCAiC2l0bHVudG5ZNDYwmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T15:10:32Z
"Staten Island assisted living facility will turn into NYC migrant shelter, local officials say",{'https://news.google.com/topics/articles/CBMihgFodHRwczovL3d3dy5zaWxpdmUuY29tL25ld3MvMjAyMy8wOC9zdGF0ZW4taXNsYW5kLWFzc2lzdGVkLWxpdmluZy1mYWNpbGl0eS13aWxsLXR1cm4taW50by1ueWMtbWlncmFudC1zaGVsdGVyLWxvY2FsLW9mZmljaWFscy1zYXkuaHRtbNIBlQFodHRwczovL3d3dy5zaWxpdmUuY29tL25ld3MvMjAyMy8wOC9zdGF0ZW4taXNsYW5kLWFzc2lzdGVkLWxpdmluZy1mYWNpbGl0eS13aWxsLXR1cm4taW50by1ueWMtbWlncmFudC1zaGVsdGVyLWxvY2FsLW9mZmljaWFscy1zYXkuaHRtbD9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-07T21:27:00Z
Woman seriously injured by rare shark bite off NYC's Rockaway Beach,{'https://news.google.com/topics/articles/CBMiY2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL3NoYXJrLWJpdGUtbmV3LXlvcmstY2l0eS1yb2NrYXdheS1iZWFjaC00MDQ3ZDYyMmViYmE0NDNiZDhhYjQ4Njk5ZDljYTk1NNIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:33:00Z
Woman hospitalized after rare shark attack at New York beach: officials,{'https://news.google.com/topics/articles/CBMiWGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3VzL3dvbWFuLWhvc3BpdGFsaXplZC1yYXJlLXNoYXJrLWF0dGFjay1uZXcteW9yay1iZWFjaC1vZmZpY2lhbHPSAVxodHRwczovL3d3dy5mb3huZXdzLmNvbS91cy93b21hbi1ob3NwaXRhbGl6ZWQtcmFyZS1zaGFyay1hdHRhY2stbmV3LXlvcmstYmVhY2gtb2ZmaWNpYWxzLmFtcA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T07:42:40Z
Rockaway Beach remains closed after shark attack,{'https://news.google.com/topics/articles/CCAiCzZ4bm10V1VWWU1jmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:29:52Z
Park police: Possible shark sighting at Jones Beach State Park,{'https://news.google.com/topics/articles/CBMiW2h0dHBzOi8vbG9uZ2lzbGFuZC5uZXdzMTIuY29tL3BhcmstcG9saWNlLXBvc3NpYmxlLXNoYXJrLXNpZ2h0aW5nLWF0LWpvbmVzLWJlYWNoLXN0YXRlLXBhcmvSAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:49:41Z
"Republican Ron DeSantis, in need of a momentum shift, ousts campaign chief",{'https://news.google.com/topics/articles/CBMibGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL3VzL3JlcHVibGljYW4tcm9uLWRlc2FudGlzLW91c3RzLWNhbXBhaWduLW1hbmFnZXItYW1pZC1zbHVtcC1wb2xscy0yMDIzLTA4LTA4L9IBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:12:00Z
DeSantis replaces presidential campaign manager,{'https://news.google.com/topics/articles/CCAiCzlueHY1NFJINi1vmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T16:00:13Z
DeSantis Replaces Campaign Manager in Major Leadership Shake-Up,{'https://news.google.com/topics/articles/CBMiWmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDgvMDgvdXMvcG9saXRpY3MvZGVzYW50aXMtY2FtcGFpZ24tbWFuYWdlci1nZW5lcnJhLXBlY2suaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:53:59Z
Another Campaign Shake-up Not a Good Sign for DeSantis,{'https://news.google.com/topics/articles/CBMiYmh0dHBzOi8vbnltYWcuY29tL2ludGVsbGlnZW5jZXIvMjAyMy8wOC9hbm90aGVyLWNhbXBhaWduLXNoYWtldXAtbm90LWEtZ29vZC1zaWduLWZvci1kZXNhbnRpcy5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:48:03Z
"After a glacial dam outburst destroyed homes in Alaska, a look at the risks of melting ice masses",{'https://news.google.com/topics/articles/CBMiZWh0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvd2lyZVN0b3J5L2FmdGVyLWdsYWNpYWwtZGFtLW91dGJ1cnN0LWRlc3Ryb3llZC1ob21lcy1hbGFza2Etcmlza3MtMTAyMTE3OTAx0gFpaHR0cHM6Ly9hYmNuZXdzLmdvLmNvbS9hbXAvVVMvd2lyZVN0b3J5L2FmdGVyLWdsYWNpYWwtZGFtLW91dGJ1cnN0LWRlc3Ryb3llZC1ob21lcy1hbGFza2Etcmlza3MtMTAyMTE3OTAx?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:39:53Z
"Video shows house in Juneau, Alaska, collapsing into flooded Mendenhall River",{'https://news.google.com/topics/articles/CBMiXmh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3VzL3ZpZGVvLXNob3dzLWhvdXNlLWp1bmVhdS1hbGFza2EtY29sbGFwc2luZy1mbG9vZGVkLW1lbmRlbmhhbGwtcml2ZXLSAWJodHRwczovL3d3dy5mb3huZXdzLmNvbS91cy92aWRlby1zaG93cy1ob3VzZS1qdW5lYXUtYWxhc2thLWNvbGxhcHNpbmctZmxvb2RlZC1tZW5kZW5oYWxsLXJpdmVyLmFtcA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T13:12:45Z
Torrent of Water From Alaska Glacier Floods Juneau,{'https://news.google.com/topics/articles/CBMiQWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDgvMDgvdXMvYWxhc2thLWp1bmVhdS1mbG9vZGluZy5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:16:42Z
Alaska floods become latest climate symbol in disaster-filled summer,{'https://news.google.com/topics/articles/CBMiY2h0dHBzOi8vdGhlaGlsbC5jb20vcG9saWN5L2VuZXJneS1lbnZpcm9ubWVudC80MTQ0NTY0LWFsYXNrYS1mbG9vZHMtY2xpbWF0ZS1kaXNhc3Rlci1maWxsZWQtc3VtbWVyL9IBZ2h0dHBzOi8vdGhlaGlsbC5jb20vcG9saWN5L2VuZXJneS1lbnZpcm9ubWVudC80MTQ0NTY0LWFsYXNrYS1mbG9vZHMtY2xpbWF0ZS1kaXNhc3Rlci1maWxsZWQtc3VtbWVyL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:56:00Z
Republicans Melt Down Over Worker Protections for Pregnancy-Related Conditions,{'https://news.google.com/topics/articles/CBMiR2h0dHBzOi8vbmV3cy55YWhvby5jb20vcmVwdWJsaWNhbnMtbWVsdC1kb3duLW92ZXItd29ya2VyLTIwNDUwMDU3NS5odG1s0gFPaHR0cHM6Ly9uZXdzLnlhaG9vLmNvbS9hbXBodG1sL3JlcHVibGljYW5zLW1lbHQtZG93bi1vdmVyLXdvcmtlci0yMDQ1MDA1NzUuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:45:00Z
Blue-Collar Workers Benefit from PWFA,{'https://news.google.com/topics/articles/CBMidGh0dHBzOi8vd3d3LnNocm0ub3JnL3Jlc291cmNlc2FuZHRvb2xzL2hyLXRvcGljcy9lbXBsb3llZS1yZWxhdGlvbnMvcGFnZXMvYmx1ZS1jb2xsYXItd29ya2Vycy1iZW5lZml0LWZyb20tcHdmYS5hc3B40gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:55:03Z
Pregnant workers would get new protections under proposed rules,{'https://news.google.com/topics/articles/CBMiSWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9idXNpbmVzcy8yMDIzLzA4LzA4L3ByZWduYW50LXdvcmtlcnMtZWVvYy_SAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T14:13:00Z
Abortion fight erupts over pregnant workers' protections,{'https://news.google.com/topics/articles/CBMiemh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzLzIwMjMvMDgvMDgvYWJvcnRpb24tZmlnaHQtdGhyZWF0ZW5zLXRvLXNwb2lsLWJpcGFydGlzYW4tcHJlZ25hbnQtd29ya2VyLXByb3RlY3Rpb25zLTAwMTEwMjYx0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T01:40:59Z
"Twin Russian strikes on Ukrainian city kill civilians, then hit rescuers, official says",{'https://news.google.com/topics/articles/CBMiTWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wOC8wOC9ldXJvcGUvcG9rcm92c2stYXR0YWNrLXVrcmFpbmUtaW50bC9pbmRleC5odG1s0gFRaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMy8wOC8wOC9ldXJvcGUvcG9rcm92c2stYXR0YWNrLXVrcmFpbmUtaW50bC9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T00:08:00Z
"Kyiv 'manipulating' Russians into arson, Ukraine military HQ 'struck'",{'https://news.google.com/topics/articles/CBMifmh0dHBzOi8vd3d3LmV1cm9uZXdzLmNvbS8yMDIzLzA4LzA4L3VrcmFpbmUtd2FyLWt5aXYtc2F0aXNmaWVkLXdpdGgtamVkZGFoLXN1bW1pdC11bmVzY28tZGFtYWdlLWluLW9kZXNhLWRlYWRseS1ydXNzaWFuLXN0cmlrZdIBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T13:41:15Z
Emergency Workers Rushed to Scene of Russian Missile Attack. Then Another Missile Came.,{'https://news.google.com/topics/articles/CBMiQWh0dHBzOi8vd3d3Lm55dGltZXMuY29tL2xpdmUvMjAyMy8wOC8wOC93b3JsZC9ydXNzaWEtdWtyYWluZS1uZXdz0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T01:47:38Z
See how Ukraine is putting pressure on Russia in new sea and land attacks,{'https://news.google.com/topics/articles/CCAiCzFUT192akpUUEZRmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T00:30:00Z
Texas woman seriously injured after hawk drops snake on her,{'https://news.google.com/topics/articles/CBMiMWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC11cy1jYW5hZGEtNjY0NDY2OTfSATVodHRwczovL3d3dy5iYmMuY29tL25ld3Mvd29ybGQtdXMtY2FuYWRhLTY2NDQ2Njk3LmFtcA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T00:56:54Z
Texas woman mowing lawn attacked by snake and hawk – at the same time,{'https://news.google.com/topics/articles/CBMiVWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMjMvYXVnLzA4L3RleGFzLXdvbWFuLXNuYWtlLWhhd2stYXR0YWNrLXNpbHNiZWXSAVVodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdXMtbmV3cy8yMDIzL2F1Zy8wOC90ZXhhcy13b21hbi1zbmFrZS1oYXdrLWF0dGFjay1zaWxzYmVl?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T19:39:00Z
"Texas woman was mowing the grass when a snake and hawk attacked her from the sky: 'Jesus, please help me'",{'https://news.google.com/topics/articles/CBMiYGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3VzL3RleGFzLXdvbWFuLW1vd2luZy1ncmFzcy1zbmFrZS1oYXdrLWF0dGFja2VkLXNreS1qZXN1cy1wbGVhc2UtaGVscC1tZdIBZGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3VzL3RleGFzLXdvbWFuLW1vd2luZy1ncmFzcy1zbmFrZS1oYXdrLWF0dGFja2VkLXNreS1qZXN1cy1wbGVhc2UtaGVscC1tZS5hbXA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T01:53:00Z
Silsbee woman survives harrowing encounter with snake and hawk in backyard ordeal,{'https://news.google.com/topics/articles/CBMibWh0dHBzOi8va2ZkbS5jb20vbmV3cy9sb2NhbC9zaWxzYmVlLXdvbWFuLXN1cnZpdmVzLWhhcnJvd2luZy1lbmNvdW50ZXItd2l0aC1zbmFrZS1hbmQtaGF3ay1pbi1iYWNreWFyZC1vcmRlYWzSAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T14:19:50Z
Some Florida students need parent's permission to use nickname,{'https://news.google.com/topics/articles/CBMiamh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vZmxvcmlkYS1zdHVkZW50cy1zb21lLW5lZWQtcGFyZW50cy1wZXJtaXNzaW9uLW5pY2tuYW1lLXJvbi1kZXNhbnRpcy0yMDIzLTjSAW5odHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuY29tL2Zsb3JpZGEtc3R1ZGVudHMtc29tZS1uZWVkLXBhcmVudHMtcGVybWlzc2lvbi1uaWNrbmFtZS1yb24tZGVzYW50aXMtMjAyMy04P2FtcA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T18:35:00Z
Florida district bars trans teachers from using preferred pronouns and bathrooms to comply with state law,{'https://news.google.com/topics/articles/CBMidWh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvdXMtbmV3cy9mbG9yaWRhLWRpc3RyaWN0LWJhcnMtdHJhbnMtdGVhY2hlcnMtdXNpbmctcHJlZmVycmVkLXByb25vdW5zLWJhdGhyb29tLXJjbmE5ODczNNIBKmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL3JjbmE5ODczNA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T14:38:42Z
"Florida school district says trans employees can’t use pronouns, bathrooms matching their gender ide",{'https://news.google.com/topics/articles/CCAiCzhlT0VDb0kxeXNvmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T03:14:38Z
Florida district sends memo about enforcing state laws on transgender bathrooms and preferred pronouns,{'https://news.google.com/topics/articles/CBMiY2h0dHBzOi8vd3d3LmZveG5ld3MuY29tL21lZGlhL2Zsb3JpZGEtZGlzdHJpY3Qtc2VuZHMtbWVtby1lbmZvcmNpbmctc3RhdGUtbGF3cy10cmFuc2dlbmRlci1pZGVvbG9nedIBZ2h0dHBzOi8vd3d3LmZveG5ld3MuY29tL21lZGlhL2Zsb3JpZGEtZGlzdHJpY3Qtc2VuZHMtbWVtby1lbmZvcmNpbmctc3RhdGUtbGF3cy10cmFuc2dlbmRlci1pZGVvbG9neS5hbXA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T01:00:00Z
North Andover building inundated by floodwater as storm soaks Massachusetts,{'https://news.google.com/topics/articles/CBMiTGh0dHBzOi8vd3d3LndjdmIuY29tL2FydGljbGUvbm9ydGgtYW5kb3Zlci1idWlsZGluZy1pbnVuZGF0ZWQtZmxvb2QvNDQ3NjM4NDLSAVBodHRwczovL3d3dy53Y3ZiLmNvbS9hbXAvYXJ0aWNsZS9ub3J0aC1hbmRvdmVyLWJ1aWxkaW5nLWludW5kYXRlZC1mbG9vZC80NDc2Mzg0Mg?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:09:00Z
Severe weather in Massachusetts brings flooding and a tornado,{'https://news.google.com/topics/articles/CCAiC0FIbGY4SElhNkRVmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T00:03:14Z
Flood Emergency in Cambridge | Latest News | wboc.com,{'https://news.google.com/topics/articles/CBMiaGh0dHBzOi8vd3d3Lndib2MuY29tL25ld3MvZmxvb2QtZW1lcmdlbmN5LWluLWNhbWJyaWRnZS9hcnRpY2xlX2M4NGEzYTQwLTM1OTgtMTFlZS04MzFkLWEzNDhiNGM5MzM4Yi5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T03:08:00Z
"Downpours dump more than 6 inches of rain on parts of Massachusetts: Aug. 8, 2023, rainfall reports",{'https://news.google.com/topics/articles/CBMia2h0dHBzOi8vd3d3LndjdmIuY29tL2FydGljbGUvcmFpbmZhbGwtdG90YWxzLXNldmVyZS10aHVuZGVyc3Rvcm1zLXRvcm5hZG8tbWFzc2FjaHVzZXR0cy1hdWctOC0yMDIzLzQ0NzY1MDgw0gFvaHR0cHM6Ly93d3cud2N2Yi5jb20vYW1wL2FydGljbGUvcmFpbmZhbGwtdG90YWxzLXNldmVyZS10aHVuZGVyc3Rvcm1zLXRvcm5hZG8tbWFzc2FjaHVzZXR0cy1hdWctOC0yMDIzLzQ0NzY1MDgw?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:30:00Z
Biden says he plans to travel to Vietnam ‘shortly’,{'https://news.google.com/topics/articles/CBMiR2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wOC8wOC9wb2xpdGljcy9iaWRlbi10cmF2ZWwtdmlldG5hbS9pbmRleC5odG1s0gFLaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMy8wOC8wOC9wb2xpdGljcy9iaWRlbi10cmF2ZWwtdmlldG5hbS9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T01:58:00Z
President Biden arrives in Albuquerque,{'https://news.google.com/topics/articles/CCAiC0RLTHZSaktrVURRmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:27:17Z
Biden says he will visit Vietnam 'shortly',{'https://news.google.com/topics/articles/CBMiUGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL3VzL2JpZGVuLXNheXMtaGUtaXMtZ29pbmctdmlldG5hbS1zb29uLTIwMjMtMDgtMDkv0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T02:36:00Z
President Biden arrives in New Mexico today,{'https://news.google.com/topics/articles/CBMiUWh0dHBzOi8vd3d3LmtvYXQuY29tL2FydGljbGUvcHJlc2lkZW50LWJpZGVuLWFycml2ZXMtaW4tbmV3LW1leGljby10b2RheS80NDc2MTM0NNIBVWh0dHBzOi8vd3d3LmtvYXQuY29tL2FtcC9hcnRpY2xlL3ByZXNpZGVudC1iaWRlbi1hcnJpdmVzLWluLW5ldy1tZXhpY28tdG9kYXkvNDQ3NjEzNDQ?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T13:46:00Z
Unsealed search warrant reveals comments from 6-year-old who shot teacher in school,{'https://news.google.com/topics/articles/CBMibmh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL25ld3Mvd29ybGQvYW1lcmljYXMvY3JpbWUvdW5zZWFsZWQtc2VhcmNoLXdhcnJhbnQtdGVhY2hlci1zaG9vdGluZy1iMjM4OTgxOC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T21:07:09Z
"6-year-old boy who shot teacher later boasted about it, affidavit says",{'https://news.google.com/topics/articles/CBMiVmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wOC8wOC91cy9uZXdwb3J0LW5ld3Mtc3R1ZGVudC1zaG90LXRlYWNoZXItd2FycmFudC9pbmRleC5odG1s0gFaaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMy8wOC8wOC91cy9uZXdwb3J0LW5ld3Mtc3R1ZGVudC1zaG90LXRlYWNoZXItd2FycmFudC9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T02:44:00Z
Documents show 6-year-old who shot teacher made unsettling statements,{'https://news.google.com/topics/articles/CCAiC0xaVE5RSmM3elFNmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T22:23:45Z
'I shot that b**** dead': Unsealed search warrant in Richneck case sheds new light,{'https://news.google.com/topics/articles/CBMic2h0dHBzOi8vd3d3LnBpbG90b25saW5lLmNvbS8yMDIzLzA4LzA4L2ktc2hvdC10aGF0LWItZGVhZC11bnNlYWxlZC1zZWFyY2gtd2FycmFudC1pbi1yaWNobmVjay1jYXNlLXNoZWRzLW5ldy1saWdodC_SAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:03:37Z
Car crashes into second floor of Pennsylvania house,{'https://news.google.com/topics/articles/CBMiWmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvdXMtbmV3cy9jYXItY3Jhc2hlcy1zZWNvbmQtZmxvb3ItcGVubnN5bHZhbmlhLWhvdXNlLXJjbmE5ODc5OdIBKmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL3JjbmE5ODc5OQ?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T17:46:04Z
"Car crashes into second floor of a house, and cops say driver did it on purpose",{'https://news.google.com/topics/articles/CBMiRWh0dHBzOi8vYXV0b3MueWFob28uY29tL2Nhci1jcmFzaGVzLXNlY29uZC1mbG9vci1ob3VzZS0yMDM1MDA3NzguaHRtbNIBTWh0dHBzOi8vYXV0b3MueWFob28uY29tL2FtcGh0bWwvY2FyLWNyYXNoZXMtc2Vjb25kLWZsb29yLWhvdXNlLTIwMzUwMDc3OC5odG1s?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T20:35:00Z
Car crashes into second floor of home,{'https://news.google.com/topics/articles/CCAiC0dHbVhabnNqRFVRmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T18:18:03Z
Man who crashed into Pa. house said he wanted to hurt himself: court documents,{'https://news.google.com/topics/articles/CBMiemh0dHBzOi8vd3d3LnBlbm5saXZlLmNvbS9uZXdzLzIwMjMvMDgvbWFuLWNoYXJnZWQtYWZ0ZXItcG9saWNlLXNheS1oZS1pbnRlbnRpb25hbGx5LWNyYXNoZWQtY2FyLW9udG8tcm9vZi1vZi1wYS1ob3VzZS5odG1s0gGJAWh0dHBzOi8vd3d3LnBlbm5saXZlLmNvbS9uZXdzLzIwMjMvMDgvbWFuLWNoYXJnZWQtYWZ0ZXItcG9saWNlLXNheS1oZS1pbnRlbnRpb25hbGx5LWNyYXNoZWQtY2FyLW9udG8tcm9vZi1vZi1wYS1ob3VzZS5odG1sP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T17:09:00Z
Oregon secretary of state: Senators who walked out can’t run next year,{'https://news.google.com/topics/articles/CBMiemh0dHBzOi8vd3d3Lm9wYi5vcmcvYXJ0aWNsZS8yMDIzLzA4LzA4L29yZWdvbi1wb2xpdGljcy13YWxrb3V0LXdhbGtvdXRzLW1lYXN1cmUtMTEzLXJlZWxlY3Rpb24tYm95Y290dC1zZW5hdG9ycy1sYXdtYWtlcnMv0gGJAWh0dHBzOi8vd3d3Lm9wYi5vcmcvYXJ0aWNsZS8yMDIzLzA4LzA4L29yZWdvbi1wb2xpdGljcy13YWxrb3V0LXdhbGtvdXRzLW1lYXN1cmUtMTEzLXJlZWxlY3Rpb24tYm95Y290dC1zZW5hdG9ycy1sYXdtYWtlcnMvP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:48:45Z
Oregon Republicans disqualified from re-election after walkout vow legal action,{'https://news.google.com/topics/articles/CCAiC2lhZVhJUmpVdl9RmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T02:05:40Z
Oregon lawmakers who participated in 2023 legislative walkout officially banned from reelection,{'https://news.google.com/topics/articles/CBMipAFodHRwczovL3d3dy5zdGF0ZXNtYW5qb3VybmFsLmNvbS9zdG9yeS9uZXdzL3BvbGl0aWNzL2VsZWN0aW9ucy8yMDIzLzA4LzA4L29yZWdvbi1sYXdtYWtlcnMtYmFubmVkLXJlZWxlY3Rpb24td2Fsa291dC1tZWFzdXJlLTExMy1sYXZvbm5lLWdyaWZmaW4tdmFsYWRlLzcwNTU0NTAyMDA3L9IBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T23:11:32Z
Secretary of State: Measure 113 disqualifies senators from 2024 reelection after walkout,{'https://news.google.com/topics/articles/CCAiC0ZkdzI0T1ZOcW9JmAEB?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T00:28:59Z
Containment line planned for Black Feather Fire | Local News | santafenewmexican.com,{'https://news.google.com/topics/articles/CBMikwFodHRwczovL3d3dy5zYW50YWZlbmV3bWV4aWNhbi5jb20vbmV3cy9sb2NhbF9uZXdzL2NvbnRhaW5tZW50LWxpbmUtcGxhbm5lZC1mb3ItYmxhY2stZmVhdGhlci1maXJlL2FydGljbGVfZjQ1MjYxZDItMzVlNi0xMWVlLTgwYWMtYTMyYzc5ODUyNjMzLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-09T01:05:00Z
Two large wildfires burning in southwest Colorado,{'https://news.google.com/topics/articles/CBMihAFodHRwczovL3d3dy45bmV3cy5jb20vYXJ0aWNsZS9uZXdzL2xvY2FsL3dpbGRmaXJlL2NvbG9yYWRvLXdpbGRmaXJlcy1xdWFydHotcmlkZ2UtYmVhci1jcmVlay83My04NzBkMWQ5My0yMzgxLTQ4OTMtOGY0OS1mZjgwZjJmZjYyNWHSAYgBaHR0cHM6Ly93d3cuOW5ld3MuY29tL2FtcC9hcnRpY2xlL25ld3MvbG9jYWwvd2lsZGZpcmUvY29sb3JhZG8td2lsZGZpcmVzLXF1YXJ0ei1yaWRnZS1iZWFyLWNyZWVrLzczLTg3MGQxZDkzLTIzODEtNDg5My04ZjQ5LWZmODBmMmZmNjI1YQ?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T19:41:00Z
"Black Feather Fire Now At 2500 Acres, 0 Percent Contained",{'https://news.google.com/topics/articles/CBMiUWh0dHBzOi8vbGFkYWlseXBvc3QuY29tL2JsYWNrLWZlYXRoZXItZmlyZS1ub3ctYXQtMjUwMC1hY3Jlcy0wLXBlcmNlbnQtY29udGFpbmVkL9IBAA?hl=en-US&gl=US&ceid=US%3Aen'},2023-08-08T14:56:43Z
